Date,Radius,DistanceToEarth,DistanceToVenus,days_it_has_been_high_since,days_it_was_high_for,cumulative,OBS T,IBS T,OBS minus IBS T,dutycycle,SCM T,SCM T grad,SA MY,SA change,SoloHI-BDpl,SoloHI-BDpl grad,SUN_X,SUN_Y,SUN_Z,HGA azimuth change,HGA elevation change,HGA azimuth,HGA elevation,days_it_was_high_for -1,days_it_was_high_for -2,days_it_was_high_for -3,days_it_was_high_for 1,cumulative -1,cumulative -2,cumulative -3,cumulative 1,OBS T -1,OBS T -2,OBS T -3,OBS T 1,IBS T -1,IBS T -2,IBS T -3,IBS T 1,OBS minus IBS T -1,OBS minus IBS T -2,OBS minus IBS T -3,OBS minus IBS T 1,dutycycle -1,dutycycle -2,dutycycle -3,dutycycle 1,SCM T -1,SCM T -2,SCM T -3,SCM T 1,SCM T grad -1,SCM T grad -2,SCM T grad -3,SCM T grad 1,SUN_X -1,SUN_X -2,SUN_X -3,SUN_X 1,SUN_Y -1,SUN_Y -2,SUN_Y -3,SUN_Y 1,SUN_Z -1,SUN_Z -2,SUN_Z -3,SUN_Z 1,SA MY -1,SA MY -2,SA MY -3,SA MY 1,SA change -1,SA change -2,SA change -3,SA change 1,SoloHI-BDpl -1,SoloHI-BDpl -2,SoloHI-BDpl -3,SoloHI-BDpl 1,SoloHI-BDpl grad -1,SoloHI-BDpl grad -2,SoloHI-BDpl grad -3,SoloHI-BDpl grad 1,HGA azimuth -1,HGA azimuth -2,HGA azimuth -3,HGA azimuth 1,HGA azimuth change -1,HGA azimuth change -2,HGA azimuth change -3,HGA azimuth change 1,HGA elevation -1,HGA elevation -2,HGA elevation -3,HGA elevation 1,HGA elevation change -1,HGA elevation change -2,HGA elevation change -3,HGA elevation change 1
2022-07-13,99,99,39,8,1,14,1,2,9,5,6,12,-0.0181490043488282,0,21,12,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,15.0,16.0,17.0,13.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.018214618142963,-0.0181490043488282,-0.0181490043488282,0.018214618142963,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,11.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-07-14,99,98,38,9,1,13,1,2,9,5,6,12,0.018214618142963,0,21,11,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,14.0,15.0,16.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.0181490043488282,0.018214618142963,-0.0181490043488282,0.018214618142963,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,12.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-07-15,98,98,37,10,1,12,1,2,9,5,6,12,0.018214618142963,0,21,11,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,13.0,14.0,15.0,11.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.018214618142963,-0.0181490043488282,0.018214618142963,-0.0181490043488282,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-07-16,98,98,36,11,1,11,1,2,9,5,6,12,-0.0181490043488282,0,21,12,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,12.0,13.0,14.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.018214618142963,0.018214618142963,-0.0181490043488282,0.018214618142963,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,11.0,12.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-07-17,98,98,36,12,1,10,1,2,9,5,6,12,0.018214618142963,0,21,12,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,11.0,12.0,13.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,7.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.0181490043488282,0.018214618142963,0.018214618142963,-0.0181490043488282,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,11.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-07-18,98,98,35,13,1,9,1,2,9,4,7,12,-0.0181490043488282,0,21,11,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,10.0,11.0,12.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,7.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.018214618142963,-0.0181490043488282,0.018214618142963,0.018214618142963,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,12.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-07-19,97,98,34,14,1,8,1,2,9,4,7,12,0.018214618142963,0,21,11,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,9.0,10.0,11.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,4.0,5.0,5.0,4.0,7.0,6.0,6.0,7.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.0181490043488282,0.018214618142963,-0.0181490043488282,-0.0181490043488282,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-07-20,97,98,33,15,1,7,1,2,9,4,7,12,-0.0181490043488282,0,21,12,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,8.0,9.0,10.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,7.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.018214618142963,-0.0181490043488282,0.018214618142963,0.018214618142963,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,11.0,12.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-07-21,97,97,32,16,1,6,1,2,9,4,7,12,0.018214618142963,0,21,12,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,7.0,8.0,9.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.0181490043488282,0.018214618142963,-0.0181490043488282,-0.0181490043488282,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,11.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-07-22,96,97,32,17,1,5,1,2,9,4,7,12,-0.0181490043488282,0,21,11,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,6.0,7.0,8.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.018214618142963,-0.0181490043488282,0.018214618142963,0.018214618142963,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,12.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-07-23,96,97,31,18,1,4,1,2,9,4,7,12,0.018214618142963,0,21,11,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,5.0,6.0,7.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.0181490043488282,0.018214618142963,-0.0181490043488282,-0.0181490043488282,0.0,0.0,0.0,2.0,21.0,21.0,21.0,21.0,11.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-07-24,96,97,30,19,1,3,1,2,9,4,7,12,-0.0181490043488282,2,21,12,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.018214618142963,-0.0181490043488282,0.018214618142963,-0.0181490043488282,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,11.0,12.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-07-25,95,97,29,20,1,2,1,2,9,4,7,12,-0.0181490043488282,0,21,11,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,10.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.0181490043488282,0.018214618142963,-0.0181490043488282,-0.0181490043488282,2.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,11.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-07-26,95,96,29,21,1,1,1,2,10,4,7,12,-0.0181490043488282,0,21,11,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,2.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,10.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.0181490043488282,-0.0181490043488282,0.018214618142963,-0.0181490043488282,0.0,2.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,12.0,11.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-07-27,94,96,28,22,1,0,1,2,10,4,7,12,-0.0181490043488282,0,21,12,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,10.0,9.0,9.0,10.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.0181490043488282,-0.0181490043488282,-0.0181490043488282,0.018214618142963,0.0,0.0,2.0,0.0,21.0,21.0,21.0,21.0,11.0,11.0,12.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-07-28,94,96,27,23,1,0,1,2,10,4,7,12,0.018214618142963,0,21,11,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,10.0,10.0,9.0,10.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.0181490043488282,-0.0181490043488282,-0.0181490043488282,-0.0181490043488282,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,11.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-07-29,93,96,26,24,1,0,1,2,10,4,7,12,-0.0181490043488282,0,21,11,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.018214618142963,-0.0181490043488282,-0.0181490043488282,-0.0181490043488282,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,12.0,11.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-07-30,93,95,26,25,1,0,1,2,10,4,7,12,-0.0181490043488282,0,21,12,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.0181490043488282,0.018214618142963,-0.0181490043488282,0.018214618142963,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,11.0,12.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-07-31,92,95,25,26,1,0,1,2,10,4,7,12,0.018214618142963,0,21,12,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.0181490043488282,-0.0181490043488282,0.018214618142963,-0.0181490043488282,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,11.0,11.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-08-01,92,95,24,27,1,0,1,2,10,4,7,12,-0.0181490043488282,0,21,12,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,8.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.018214618142963,-0.0181490043488282,-0.0181490043488282,0.018214618142963,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,12.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-08-02,91,95,23,28,1,0,1,2,10,4,8,12,0.018214618142963,0,21,11,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,8.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.0181490043488282,0.018214618142963,-0.0181490043488282,-0.0181490043488282,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,12.0,12.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-08-03,90,94,23,29,1,0,1,2,10,4,8,12,-0.0181490043488282,0,21,11,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,8.0,7.0,7.0,8.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.018214618142963,-0.0181490043488282,0.018214618142963,-0.0181490043488282,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,12.0,12.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-08-04,90,94,22,30,1,0,1,2,10,4,8,12,-0.0181490043488282,0,21,11,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,8.0,8.0,7.0,8.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.0181490043488282,0.018214618142963,-0.0181490043488282,-0.0181490043488282,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,11.0,12.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-08-05,89,94,21,31,1,0,1,2,10,4,8,12,-0.0181490043488282,0,21,12,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,8.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.0181490043488282,-0.0181490043488282,0.018214618142963,-0.0181490043488282,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,11.0,11.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-08-06,89,94,20,32,1,0,1,2,10,4,8,12,-0.0181490043488282,0,21,12,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,8.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.0181490043488282,-0.0181490043488282,-0.0181490043488282,-0.0181490043488282,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,11.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-08-07,88,93,20,33,1,0,1,2,10,4,8,12,-0.0181490043488282,0,21,11,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,8.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.0181490043488282,-0.0181490043488282,-0.0181490043488282,-0.0181490043488282,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,12.0,11.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-08-08,87,93,19,34,1,0,1,2,10,4,8,12,-0.0181490043488282,0,21,12,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,10.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,8.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.0181490043488282,-0.0181490043488282,-0.0181490043488282,-0.0181490043488282,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-08-09,86,93,18,35,1,0,1,1,10,4,8,12,-0.0181490043488282,0,21,12,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,10.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,9.0,12.0,12.0,12.0,13.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.0181490043488282,-0.0181490043488282,-0.0181490043488282,0.018214618142963,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,11.0,12.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-08-10,86,92,17,36,1,0,1,1,10,4,9,13,0.018214618142963,0,21,11,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,10.0,10.0,10.0,10.0,4.0,4.0,4.0,3.0,8.0,8.0,8.0,10.0,12.0,12.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.0181490043488282,-0.0181490043488282,-0.0181490043488282,0.018214618142963,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,12.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-08-11,85,92,17,37,1,0,1,1,10,3,10,12,0.018214618142963,0,21,11,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,9.0,8.0,8.0,9.0,13.0,12.0,12.0,9.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.018214618142963,-0.0181490043488282,-0.0181490043488282,0.018214618142963,0.0,0.0,0.0,1.0,21.0,21.0,21.0,21.0,11.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-08-12,84,92,16,38,1,0,1,1,10,4,9,9,0.018214618142963,1,21,12,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,3.0,4.0,4.0,4.0,10.0,9.0,8.0,6.0,12.0,13.0,12.0,9.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.018214618142963,0.018214618142963,-0.0181490043488282,29.8000214389258,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,11.0,12.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-08-13,83,92,15,39,1,0,1,1,10,4,6,9,29.8000214389258,0,21,11,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,10.0,10.0,10.0,10.0,4.0,3.0,4.0,4.0,9.0,10.0,9.0,6.0,9.0,12.0,13.0,11.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.018214618142963,0.018214618142963,0.018214618142963,29.8000214389258,1.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,12.0,11.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-08-14,82,91,14,40,1,0,1,2,10,4,6,11,29.8000214389258,0,21,11,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,10.0,10.0,10.0,10.0,4.0,4.0,3.0,5.0,6.0,9.0,10.0,6.0,9.0,9.0,12.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,29.8000214389258,0.018214618142963,0.018214618142963,29.8000214389258,0.0,1.0,0.0,0.0,21.0,21.0,21.0,21.0,11.0,12.0,11.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
2022-08-15,81,91,14,41,1,0,1,2,10,5,6,12,29.8000214389258,0,21,12,21,20,20,0,0,1,5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,6.0,6.0,9.0,6.0,11.0,9.0,9.0,12.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,29.8000214389258,29.8000214389258,0.018214618142963,29.8000214389258,0.0,0.0,1.0,0.0,21.0,21.0,21.0,21.0,11.0,11.0,12.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
